GENE	Gene Length	DtL_0min_set2d_RNA_Rep1	DtL_0min_set2d_RNA_Rep2	DtL_0min_set2d_RNA_Rep3	DtL_20min_set2d_RNA_Rep1	DtL_20min_set2d_RNA_Rep2	DtL_20min_set2d_RNA_Rep3	DtL_40min_set2d_RNA_Rep1	DtL_40min_set2d_RNA_Rep2	DtL_40min_set2d_RNA_Rep3	DtL_60min_set2d_RNA_Rep1	DtL_60min_set2d_RNA_Rep2
YKR096W	3588	19.9946	21.5147	21.5217	24.3173	23.7139	22.3589	24.436	24.8566	24.0807	23.2509	25.9945
YKR097W	1650	1.84879	1.86377	1.55332	2.21768	2.14106	2.74906	2.15133	2.16659	2.06616	2.31897	2.38982
YKR098C	2154	10.7704	9.74336	9.26045	11.8625	10.6599	10.4435	12.9812	11.7182	12.0934	12.3763	13.2544
YKR099W	2436	29.6884	34.2861	26.3798	24.5394	27.4206	22.9987	23.9819	30.0981	23.4089	24.0885	31.4766
YKR100C	1068	23.7727	28.9627	31.801	28.5026	30.3178	28.4959	27.7602	30.8781	31.8098	29.0629	32.262
YKR101W	1965	8.03892	8.83652	9.05268	9.51161	9.62808	8.65069	10.1789	9.36998	10.4001	9.78197	10.9611
YKR102W	3510	2.9451	3.26557	3.5142	3.92539	3.99332	3.93425	3.97359	3.90942	4.07888	3.43164	3.97609
YKR103W	3657	5.46534	6.54021	6.85431	7.71271	8.01936	7.16986	7.29798	7.45106	7.91118	6.6202	7.83444
YKR104W	921	8.83482	7.93509	8.37161	9.03116	10.3445	9.86845	10.171	9.67917	9.25595	7.85629	8.82224
YKR105C	1749	0.0970098	0.062919	0.154341	0.124279	0.0793553	0.0340082	0.189859	0.173451	0.191385	0.0752055	0.09952
YKR106W	1848	0.163806	0.334466	0.202699	0.246122	0.342434	0.255221	0.252314	0.488135	0.194496	0.141098	0.373433
YLL001W	2274	25.1651	23.482	27.0725	28.4562	28.0624	28.8062	28.0921	27.2296	31.5903	27.2411	29.2662
YLL002W	1311	8.22117	7.39091	8.30563	8.34765	8.0252	7.92564	8.71527	7.56193	8.49246	8.58277	9.47809
YLL003W	2841	9.09467	10.4076	9.96784	10.6203	10.9297	10.2536	10.6027	10.8541	11.2785	11.5071	11.1812
YLL004W	1851	11.3905	12.0182	11.6189	11.4168	10.9968	10.4922	12.4587	11.4551	11.8122	12.1962	11.994
YLL005C	2607	0.382608	0.233478	0.15709	0.342583	0.302883	0.259605	0.231486	0.154473	0.294219	0.239203	0.316539
YLL006W	1281	19.0635	17.3302	20.0778	21.9776	20.5309	19.179	21.6397	21.446	23.8767	22.9989	22.049
YLL006W-A	177	0	4.04962	0	2.66629	0	0	15.2747	0	0	5.80849	5.4903
YLL007C	1998	9.88401	9.81198	9.95405	11.6889	9.90921	10.7041	11.9137	10.3039	11.7632	10.8358	11.7907
YLL008W	2259	30.8404	33.6037	37.18	31.6879	31.1618	32.2316	29.1518	32.8348	33.1471	31.1934	37.9194
YLL009C	210	403.446	409.385	370.631	389.028	453.518	483.613	454.226	452.977	457.876	619.479	490.178
YLL010C	1284	28.4843	28.1464	25.1195	29.1784	28.1539	25.2104	26.6215	30.1151	26.2345	24.4799	29.0936
YLL011W	1470	37.0163	37.3855	34.7741	34.1656	32.0151	30.3107	30.1854	33.5537	31.5252	34.3876	35.7
YLL012W	1722	21.3777	21.0477	20.7779	21.8662	20.6065	19.74	19.6722	20.3949	19.9765	17.2161	20.5294
YLL013C	2640	30.4418	31.0253	27.334	35.0762	33.2157	29.8905	33.2114	33.9575	32.3177	31.3278	35.2842
YLL014W	327	185.989	214.95	199.84	181.978	200.315	200.242	194.827	211.922	209.567	211.222	207.025
YLL015W	4680	18.1278	19.8193	22.4928	21.6387	21.5071	21.1717	22.0988	23.393	24.9921	20.6522	24.738
YLL018C	1674	239.972	260.131	267.091	264.822	258.147	241.816	241.504	272.458	255.599	192.795	261.685
YLL018C-A	297	70.8697	88.6377	85.2632	79.6191	104.925	96.5031	93.1353	94.5985	97.7353	84.9085	114.163
YLL019C	2214	35.279	34.5174	33.1067	39.1704	38.1996	33.3592	40.1095	38.4328	37.1325	35.869	38.5491
YLL019W-A	93	0	0	0	0	0	0	0	0	0	0	4.9215
YLL020C	306	99.7206	99.3568	100.561	113.27	103.82	99.7554	131.424	120.366	107.226	101.514	114.037
YLL021W	4401	25.3179	26.9853	30.6841	28.3807	27.8718	27.8344	27.2591	29.3429	30.2495	25.6644	31.7934
YLL022C	1158	18.8257	20.2635	20.7061	21.8296	19.7472	19.0805	18.7979	22.1918	21.4755	14.4702	24.0471
YLL023C	840	39.641	40.2958	42.855	46.7885	46.0422	48.1639	49.6332	50.2743	54.5656	41.9929	47.3063
YLL024C	1920	760.995	649.523	727.757	755.749	644.117	728.948	750.658	745.589	757.478	556.642	662.424
YLL025W	375	14.0895	14.4813	17.2715	17.2609	14.9264	16.5992	19.777	19.2723	16.7082	20.592	18.4484
YLL026W	2727	239.165	177.617	239.733	306.55	234.319	262.328	329.188	279.446	314.543	251.465	246.597
YLL027W	753	50.064	58.019	49.8851	50.7553	55.3598	47.3686	48.689	57.989	50.5517	47.0034	59.8728
YLL028W	1761	9.47	10.268	10.9784	11.9593	12.6748	11.6734	10.2809	13.9265	12.721	8.56507	12.5951
YLL029W	2250	44.578	50.9939	52.3879	56.0423	56.3459	51.9938	51.094	59.4379	58.1877	45.5405	60.7479
YLL030C	342	0	0.676471	0.497817	0.222696	0	0	0.255158	0.37297	0.257208	0	0.229283
YLL031C	3054	23.7077	23.2553	24.3726	27.0636	24.7402	25.3334	24.4515	26.1196	26.7972	23.2373	26.0546
YLL032C	2478	13.3176	12.7447	11.6327	12.8795	12.8912	11.7404	14.1713	12.2559	12.5465	13.037	14.2937
YLL033W	693	9.96317	12.4704	10.3763	11.4295	11.5816	9.01906	11.1713	11.5243	11.5305	13.4658	12.392
YLL034C	2514	19.2863	19.1743	23.8564	18.1983	21.1474	19.8419	18.3363	19.5505	21.2826	20.0116	22.3802
YLL035W	1899	23.5469	24.6147	21.1868	22.2069	22.3349	19.833	20.6975	21.5289	20.5158	22.1241	22.6699
YLL036C	1512	18.0194	17.5356	19.7783	18.5319	17.3413	18.3572	19.4293	20.0231	18.8657	17.5777	20.0087
YLL037W	381	0.440953	1.19165	1.22771	0.784587	0.541059	1.54583	1.25853	1.70823	0.906177	0.854608	1.13091
YLL038C	744	22.5768	23.6741	26.1912	19.4996	19.7186	22.363	25.0269	25.1942	24.8897	20.3739	28.1758
YLL039C	1146	230.779	181.918	211.018	287.351	194.381	216.504	298.096	228.348	259.02	262.263	227.712
YLL040C	9435	34.4033	33.4561	37.3099	39.6629	38.4285	37.876	42.5121	38.7649	44.1324	38.6269	39.6566
YLL041C	801	48.7685	48.2151	52.09	57.4113	55.1175	54.8475	61.3516	64.2585	66.4385	52.1943	62.6636
YLL042C	504	6.04884	4.87314	5.17496	5.76717	4.76132	5.20125	5.86329	4.42129	6.00422	6.81273	6.02138
YLL043W	2010	28.7228	29.5123	33.4843	32.0988	30.3362	30.3003	28.9613	33.7446	32.0469	25.739	33.0603
YLL044W	447	0.146984	0.238329	0.23385	0.104612	0	0.515276	0.599302	0.175203	0.241647	0	0.430822
YLL045C	771	1106.08	1133.54	1086.46	1102.52	1008.68	956.92	909.422	1010.8	903.944	722.751	957.124
YLL046C	750	0.0580897	0.18838	0.0924196	0.248061	0.0475182	0.254552	0.23685	0.0346209	0.525257	0.270199	0.127699
YLL047W	384	1.29346	0.6991	0.342979	0.613721	1.05807	0.566803	0.703181	0.385446	0.177208	0.334247	0.631873
YLL048C	4986	62.8382	69.1717	62.5867	69.3541	72.2541	65.728	64.3835	72.5293	69.3501	58.6927	75.349
YLL049W	540	50.5051	42	39.1421	46.5511	40.414	43.0361	47.5463	43.6905	49.4081	51.4809	45.2896
YLL050C	432	1038.8	1030.6	1000.31	1010.75	1036.82	1059.83	1131.11	1026.3	1083.73	1231.64	1056.96
YLL051C	2139	27.9481	33.0574	26.0052	33.9739	31.9815	28.0433	30.0233	32.7262	29.2266	28.1961	32.9251
YLL052C	450	20.9947	28.0162	20.3868	33.2852	24.6357	24.7448	19.9541	24.1623	23.685	23.0106	25.4635
YLL053C	459	28.1328	30.7105	24.5843	35.7054	29.9283	22.9555	24.2974	33.2034	26.2015	16.3303	28.2312
YLL054C	2532	8.5027	7.79253	7.47366	8.42859	7.1326	8.11102	8.71122	7.78743	8.70787	8.64715	9.2757
YLL055W	1596	7.36756	8.31446	8.81702	8.68812	9.66757	9.35415	9.51409	10.2757	10.9936	7.80529	10.4016
YLL056C	897	6.96135	6.26277	7.5384	7.54366	6.72316	6.21909	8.49677	7.30742	8.08511	6.71975	7.56931
YLL057C	1239	1.61683	1.46175	1.66033	1.67379	1.89972	1.59735	1.96571	2.10243	2.054	2.02827	2.21874
YLL058W	1728	23.2784	22.9618	25.0452	30.3904	22.7603	22.5917	29.509	24.0884	27.0287	25.8719	26.6463
YLL059C	507	3.72247	4.45066	6.19158	5.86068	6.73598	5.8328	5.05922	5.71446	4.54353	5.15945	6.03402
YLL060C	702	12.5278	11.7365	13.7987	13.8087	13.9792	13.6821	12.3639	13.7076	15.6319	10.459	11.5338
YLL061W	1752	5.36361	5.11766	5.11389	4.975	4.65678	5.24378	4.15277	5.00849	4.02697	3.3925	4.55459
YLL062C	975	2.68581	3.01162	3.98607	4.05132	3.37752	3.30245	3.72657	3.41646	3.75651	3.38736	3.67178
YLL063C	1425	4.60301	5.44388	6.02401	6.2879	6.07311	5.70418	6.21562	6.25367	6.57071	5.94737	6.09306
YLL064C	363	0	0	0	0	0	0	0	0	0	0	0
YLL065W	351	0	0	0	0	0	0	0	0	0	0	0
YLL066C	3618	0	0	0	0	0	0	0	0	0	0	0
YLL066W-A	483	0	0	0	0	0	0	0	0	0	0	0
YLL066W-B	171	0	0	3.15008	0	0	0	0	0	0	0	0
YLL067C	3618	0	0	0	0	0	0	0	0	0	0	0
YLL067W-A	483	0	0	0	0	0	0	0	0	0	0	0
YLR001C	2589	19.6258	20.2403	21.3505	22.749	21.6498	21.7456	23.1847	22.1557	23.4732	22.7159	23.6041
YLR002C	1992	24.0604	24.9618	25.1435	23.6365	23.0554	22.4038	22.3027	23.2163	23.3329	25.1375	26.0607
YLR003C	876	37.5043	41.1181	33.5636	36.1405	35.3492	33.9675	36.9422	35.4094	35.5221	43.9358	39.5563
YLR004C	1572	3.18966	3.74518	2.86983	3.38173	3.72484	3.23888	3.7491	3.42182	3.74307	3.68353	4.1104
YLR005W	1386	25.0331	27.0325	28.5469	28.5283	25.0838	27.6148	28.053	30.8611	30.1511	24.5063	30.7788
YLR006C	2139	19.4327	19.142	21.8772	24.2968	21.8416	21.8894	23.1045	22.6679	23.2902	20.0309	21.6529
YLR007W	1011	25.5128	26.5672	23.1511	25.1167	24.7439	22.6275	24.0127	27.2923	25.5556	26.0851	27.4827
YLR008C	507	80.5407	80.5997	72.6837	79.0791	72.3425	69.8947	79.1999	75.7671	77.9818	76.867	78.0289
YLR009W	600	138.633	141.12	122.681	113.952	116.117	107.039	111.968	115.486	113.958	124.314	123.397
YLR010C	483	10.8203	8.80597	8.11278	10.9762	10.1738	9.59205	7.40368	11.341	11.5526	11.8593	10.4806
YLR011W	576	12.994	14.4791	14.7261	15.9624	14.415	14.7421	16.4748	18.1938	15.6561	15.6621	14.3476
YLR012C	300	0	0.601227	0.884888	1.18755	0	0.974903	0	0.994453	0.914394	1.72471	0.407558
YLR013W	426	0	0	0	0	0	0	0	0	0	0	0
YLR014C	2715	8.4618	7.97331	7.48234	8.63466	7.9645	7.43671	8.8058	8.17315	8.3624	9.0576	9.11488
YLR015W	1518	10.9623	11.9615	12.8617	11.5889	11.106	11.0949	11.7072	11.5771	11.6505	10.383	12.9736
YLR016C	615	27.5921	25.4426	22.9614	27.9004	24.4571	24.3214	26.7151	28.0554	26.8644	21.8836	26.1036
YLR017W	1014	63.9123	66.9696	64.8231	67.0671	59.6565	53.9463	57.5781	61.4447	55.6016	50.5794	65.0086
YLR018C	900	43.0509	41.5835	40.1499	43.3989	39.0926	38.749	40.8299	43.829	40.423	34.5183	39.7359
YLR019W	1194	30.1808	31.4262	32.632	38.1603	31.3643	34.1971	32.3714	37.6269	35.9732	28.3871	34.753
YLR020C	1617	20.2742	22.4333	26.8742	22.848	22.6754	22.8213	22.4312	25.4344	24.1154	20.8135	26.9377
YLR021W	540	44.6045	37.7838	36.9941	42.4227	35.7508	35.9365	39.4724	40.8891	36.83	39.2309	36.4223
YLR022C	753	43.4812	43.1632	41.525	37.9329	40.2917	38.9677	40.637	38.2693	39.8718	41.6316	45.6556
YLR023C	1632	47.3685	53.5812	55.71	51.1163	56.6504	49.6475	47.6535	57.679	55.561	44.4218	60.5693
YLR024C	5619	12.1614	11.6757	14.2485	13.2456	13.8096	12.6248	14.4206	12.6034	14.5766	13.016	13.1449
YLR025W	723	26.0944	33.9816	55.9241	29.715	42.9925	43.425	37.2508	45.7778	52.7923	38.6023	53.0893
YLR026C	1023	42.5264	38.3489	40.0209	42.5502	34.8179	34.173	40.5351	38.2533	39.9954	37.7485	40.0339
YLR027C	1257	351.516	406.414	392.535	388.062	401.264	361.059	340.282	422.339	382.01	274.59	399.772
YLR028C	1776	68.8598	72.8183	85.509	81.523	77.0635	82.398	79.8072	89.0653	94.9403	70.965	89.5205
YLR029C	615	2565.27	2638.51	2501.02	2569.16	2477.64	2379.32	2279.41	2413.29	2235.3	2044.05	2387.43
YLR030W	792	4.01974	2.95476	3.58139	4.88264	4.25274	3.80478	6.38108	4.98312	6.47641	6.5649	5.77326
YLR031W	561	5.03705	5.04158	5.04576	6.24048	5.87535	5.80428	8.59537	6.17085	7.13091	10.8469	7.92879
YLR032W	3510	9.98656	10.1247	12.0122	10.5249	10.8119	10.3558	10.669	11.6006	12.7355	10.0597	11.889
YLR033W	1509	23.4209	25.4173	26.0174	25.7599	24.5813	24.7572	23.8642	25.6184	27.6254	26.5189	26.4033
YLR034C	1422	52.6235	59.6336	54.0587	69.4851	58.4713	56.2309	59.8064	59.3104	58.431	48.2008	58.5957
YLR035C	2088	7.21639	7.41582	7.61633	7.88427	7.05525	8.09983	8.10436	7.93214	8.76789	8.03582	8.82483
YLR035C-A	3468	0.216984	0.11239	0.0934963	0.115823	0.133122	0.166396	0.147452	0.0916019	0.208091	0.147187	0.0861243
YLR036C	612	14.5114	12.9565	14.2861	13.2381	13.7724	12.2964	14.7101	12.1846	16.2123	13.798	12.7484
YLR037C	375	84.5371	116.475	96.8304	111.456	133.959	115.587	132.411	145.093	120.565	120.329	154.696
YLR038C	252	621.911	646.526	634.374	619.87	692.41	757.346	702.458	673.178	757.323	794.404	694.046
YLR039C	3171	11.6332	12.4891	14	13.3763	13.3535	13.6434	14.8063	13.641	15.654	13.8134	15.1148
YLR040C	675	11.4089	10.265	8.04311	11.6207	9.55617	8.86129	11.3091	10.6676	12.2985	10.1157	10.2123
YLR041W	321	4.0327	2.39758	6.73675	4.59224	2.96892	2.47401	3.28852	5.76829	5.6354	5.93996	5.61457
YLR042C	486	17.6828	20.3093	15.9225	16.8676	17.3778	17.0041	16.4224	21.3703	21.0967	20.6577	21.8656
YLR043C	312	917.48	803.087	858.665	936.384	869.092	864.397	922.121	845.915	873.721	922.865	791.634
YLR044C	1692	8096.64	8279.71	8804.96	9192.21	7931.67	7963.66	8164.46	9061.99	8493.27	6183.52	8653.97
YLR045C	2667	18.1021	18.8783	21.533	19.8736	20.9415	20.6011	20.3462	21.2545	21.9542	19.6411	22.437
YLR046C	813	21.6724	20.3315	21.1808	26.1117	21.6961	18.813	23.4799	22.5425	20.6146	19.3614	21.477
YLR047C	2061	16.4949	16.1551	14.7952	19.4442	15.2798	16.441	18.1267	17.4504	17.8631	15.6512	17.5949
YLR048W	759	1742.12	1663.84	1589.03	1719.71	1462.29	1424.89	1408.4	1498.75	1368.73	1125.56	1423.72
YLR049C	1287	21.0562	22.0944	20.6308	23.3272	23.1186	23.2209	24.5097	23.7618	26.1587	22.2791	25.9689
YLR050C	486	73.6783	78.0514	77.2681	80.4053	78.7526	82.4376	93.4274	82.3342	89.9386	80.9173	81.0737
YLR051C	654	45.1275	40.7031	41.7292	37.1301	40.677	35.9605	38.7336	40.686	36.5639	42.5607	43.5992
YLR052W	753	37.8223	36.4218	34.7726	34.3985	34.3401	34.1094	36.0694	36.583	35.9321	34.1558	39.3933
YLR053C	327	2.98179	1.81307	2.66849	2.38747	4.26851	4.57323	3.34337	2.66568	3.67662	4.04529	2.45808
YLR054C	2175	0.982186	1.10255	1.09385	1.50562	1.32259	0.900528	1.51562	1.48595	1.05579	1.92114	1.47265
YLR055C	1809	13.6746	15.6894	21.5038	17.314	17.3056	17.0204	15.0001	20.2915	19.6905	13.2188	21.2437
YLR056W	1098	617.606	607.735	630.916	711.15	598.642	587.573	609.103	630.756	591.511	555.139	641.906
YLR057W	2550	17.4036	19.2708	18.9757	18.7867	19.4095	18.5892	18.3382	20.4809	19.8787	19.2279	20.9828
YLR058C	1410	528.415	691.824	556.404	556.149	655.204	550.985	508.089	719.604	615.159	465.613	726.893
YLR059C	810	35.9507	32.525	33.2617	37.254	30.6388	30.5983	30.5856	35.2158	35.5221	27.1866	32.0836
YLR060W	1788	137.497	136.232	150.189	150.954	136.482	138.701	137.675	138.051	139.062	120.945	139.788
YLR061W	366	1348.43	1334.61	1297.85	1282.62	1207.01	1172.84	1141.38	1181.98	1128.68	1037.45	1134.64
YLR062C	378	0	0.121936	0	0.4817	0.369095	0.395444	0	0.268916	0	0.524689	0.165316
YLR063W	1098	13.5745	15.5074	11.4801	12.5645	13.095	9.61362	11.5727	14.0763	11.1303	13.739	14.1167
YLR064W	822	48.8096	44.8833	38.6256	51.4755	41.6304	41.8425	48.5416	44.5281	46.0509	41.619	43.9168
YLR065C	546	28.711	37.1794	62.4379	37.5904	54.5067	47.2336	34.6796	54.1961	55.9816	42.9963	51.6987
YLR066W	555	91.6837	94.2757	90.0321	95.375	89.8583	91.6888	97.5664	86.7821	92.7996	108.311	91.6448
YLR067C	2898	10.9534	10.6765	10.8371	10.7358	10.8743	10.5144	11.1898	10.8366	10.9817	10.74	11.4236
YLR068W	456	9.84157	13.2221	19.684	9.90626	14.376	16.5112	14.7897	14.161	16.7577	18.6379	17.4108
YLR069C	2286	19.1734	16.7877	21.1963	21.5571	17.6709	18.9574	21.9964	21.3982	23.9113	18.7183	22.3831
YLR070C	1071	3.11564	3.48274	3.83035	4.63651	4.92351	4.87161	5.31235	4.81104	5.29684	3.92496	5.47412
YLR071C	3249	27.4635	27.7787	28.553	29.164	28.9568	26.2713	28.1545	28.683	30.2388	28.0817	30.8441
YLR072W	2082	19.3384	18.4157	20.6377	21.2668	19.7934	18.1312	20.9357	21.3856	22.2525	19.2753	21.477
YLR073C	603	47.8472	50.4329	38.9776	43.3571	41.4934	35.8095	36.6041	42.5787	36.8983	39.1961	42.3502
YLR074C	501	45.9642	59.4859	68.994	45.7003	58.2884	55.3645	40.9666	59.8818	59.2381	46.9139	69.3932
YLR075W	666	2251.88	2237.96	2160.05	2290.76	2121.98	2021.65	2052.42	2153.74	2003.92	1836.2	2080.82
YLR076C	423	0.167258	0.361603	0.133052	0.357122	0.410459	0.146587	0.272786	0.299053	0	0.518659	0.245123
YLR077W	1752	24.1459	22.6161	25.0303	25.9224	25.2638	24.3691	25.7061	26.9351	25.8331	24.7833	27.9235
YLR078C	735	51.1996	47.1245	48.4459	54.8087	49.5236	51.3797	52.8362	48.2522	52.3256	51.7618	49.3212
YLR079W	855	56.8612	53.7563	56.0822	56.0894	53.5452	55.2633	57.7252	59.9922	65.295	51.7503	57.2205
YLR080W	1335	4.7165	4.83769	8.24998	5.28317	6.00645	6.1769	6.75258	7.13927	8.87753	6.46102	7.67804
YLR081W	1725	0.216892	0.117227	0.219591	0.266632	0.338712	0.259209	0.289419	0.282034	0.388993	0.275142	0.17338
YLR082C	1179	7.76078	8.57525	9.98236	8.59705	9.26666	8.58433	9.64606	9.45587	10.3152	11.5962	10.2042
YLR083C	2004	71.1571	67.499	66.4457	69.6574	63.2265	62.4792	60.7981	63.6283	63.9857	57.4519	67.8656
YLR084C	3663	35.718	39.8865	37.9274	38.1924	39.336	37.5868	36.3145	41.6658	41.1191	35.4021	43.2761
YLR085C	1317	17.6852	16.6576	16.9731	20.4998	15.559	14.8069	17.5104	18.1571	17.9423	16.7522	17.9312
YLR086W	4257	18.4653	18.4848	21.7821	19.5296	20.2071	19.0787	20.7481	21.5299	21.5773	22.3815	23.337
YLR087C	8877	22.6199	21.8371	22.4776	24.2781	22.6532	21.9971	23.284	22.198	23.1495	21.4294	22.915
YLR088W	1845	27.0789	27.9607	29.113	31.5888	29.9671	27.9992	30.2156	29.5823	32.1522	27.4246	31.7881
YLR089C	1779	106.007	141.917	134.655	125.971	150.417	131.448	123.734	159.824	137.253	106.762	158.424
YLR090W	1380	29.8492	28.97	32.8946	33.6977	30.0161	29.994	31.4753	35.3956	33.3569	28.3666	37.6547
YLR091W	882	13.8388	12.7975	13.7883	14.1687	12.3734	12.0479	12.8222	13.9747	12.6985	9.05317	11.3535
YLR092W	2682	13.1101	13.6027	15.0439	16.2606	13.6303	13.3035	12.6612	13.0249	13.7658	10.3396	12.7008
YLR093C	762	72.0482	66.3838	74.9139	85.1135	72.7656	73.1872	78.0901	78.0021	84.6401	78.7679	78.5684
YLR094C	1509	34.2768	33.2197	31.8787	36.215	33.1214	30.9313	35.2783	34.0569	32.7138	32.8218	32.9702
YLR095C	2439	20.6245	20.7862	23.1617	23.9383	22.4478	20.9174	21.9877	23.7683	23.1584	20.563	24.3444
YLR096W	3444	19.8392	21.9379	24.7815	23.2674	22.7858	23.1192	22.7593	23.7728	24.275	21.4177	25.0836
YLR097C	1035	25.03	24.0349	24.3293	25.7464	25.2604	25.6359	29.6504	26.1059	27.6972	30.3405	26.6164
YLR098C	1947	15.0314	14.2661	14.057	16.6754	14.0064	14.9612	16.6741	15.4349	14.8357	15.2936	14.3176
YLR099C	1185	47.1057	43.5929	48.3552	55.3234	42.3228	39.6217	52.4343	46.7168	41.3798	43.5083	45.0665
YLR099W-A	264	276.603	315.48	334.384	253.442	310.001	292.046	247.76	311.532	334.791	239.759	315.998
YLR100W	1044	149.029	143.625	159.058	184.177	152.572	152.395	170.067	161.997	160.751	144.678	159.044
YLR101C	396	6.53331	5.35025	7.71704	4.93169	5.34434	5.03182	5.81201	6.37166	8.62532	3.83702	6.81842
YLR102C	798	5.99022	8.91066	11.6388	9.62084	12.8356	10.4998	10.4613	12.8903	12.8113	9.61644	14.6833
YLR103C	1953	8.6933	9.36031	9.3474	9.73661	9.27675	10.1336	9.47066	10.3521	11.3157	9.45365	10.7379
YLR104W	396	122.153	99.0867	90.8721	108.074	92.3113	95.2576	118.339	102.183	104.48	114.343	100.39
YLR105C	1134	12.6935	12.1217	12.1641	15.4939	11.7823	13.7186	13.7567	14.17	14.8134	15.296	14.2171
YLR106C	14733	33.8047	37.0568	38.7418	36.7027	41.0485	35.0331	32.9196	34.5668	35.4353	33.601	38.8115
YLR107W	1215	34.7367	33.3972	31.6111	35.5296	28.7355	28.5426	36.5321	34.6004	33.3586	39.8215	34.1079
YLR108C	1458	26.0939	26.3724	29.4703	33.9222	32.8842	32.004	36.5506	34.9627	43.3346	33.6465	37.4302
YLR109W	531	3521.76	3266.21	3531.61	4014.37	3675.59	4140.14	4593.89	4759.81	5078.65	3905.81	4635.32
YLR110C	402	10994.4	11112.7	11976.7	11522.8	10873.2	11263	9877	12270.9	11313.7	8634.48	10906.1
YLR111W	333	0.346308	0.748699	3.03033	1.97179	1.98299	0.607017	1.41201	0.619189	1.99269	0.536941	1.01505
YLR112W	420	14.6366	13.3381	15.9756	15.9891	19.2123	12.9768	12.3519	20.2866	18.6068	13.062	15.589
YLR113W	1308	87.8584	80.4608	80.9087	98.0889	81.3786	86.2729	87.6461	84.5634	87.2435	75.7807	83.0474
YLR114C	2295	13.8118	15.476	22.393	15.4791	19.2105	17.8892	15.7636	17.2942	19.7254	16.4526	20.1166
YLR115W	2580	20.1011	19.5694	20.1418	21.5928	18.7001	19.7615	20.9834	20.0164	20.3515	20.5194	21.8929
YLR116W	1431	28.2412	25.1117	23.4449	26.7588	24.3907	21.0825	25.2583	25.7975	23.4373	23.6115	25.5115
YLR117C	2064	14.6397	14.2391	17.2709	15.5548	16.1859	14.9524	15.7039	16.5232	17.5436	16.3463	18.2708
YLR118C	684	41.6138	45.3089	49.9745	49.9019	48.1058	48.9014	49.3197	55.7036	59.1202	52.592	52.0151
YLR119W	642	11.9966	12.5278	13.1366	12.86	14.1749	14.9273	16.1839	13.3729	17.6532	16.5337	15.4652
YLR120C	1710	106.292	91.8161	104.267	131.396	85.5962	87.8836	120.335	98.0988	94.3659	96.7634	95.7248
YLR120W-A	102	44.8417	41.548	20.3835	13.6777	15.7205	22.457	10.4476	34.3611	15.7974	19.8645	14.0823
YLR121C	1527	38.3257	33.7488	32.263	44.7649	30.2892	29.5576	40.9467	34.2694	30.0068	35.396	34.7586
YLR122C	378	4.28648	2.92646	3.58932	3.3719	2.58366	2.57039	3.86341	3.63037	2.9672	2.62345	4.13289
YLR123C	330	6.46285	7.18023	6.28362	4.85527	4.69929	5.34945	4.97743	6.84765	4.72228	6.40197	7.36676
YLR124W	345	0	0.49152	0.723421	0	1.48781	0.797011	0.494389	0.722661	0.249181	1.88	0.666381
YLR125W	411	7.9045	9.32133	7.0025	11.6351	14.2546	8.65949	11.4267	11.9917	12.6999	8.77397	14.4804
YLR126C	756	25.831	24.0135	28.2197	29.8236	20.8953	22.0852	26.8686	21.4504	25.0083	26.5222	24.7328
YLR127C	2562	11.8274	10.9761	10.97	13.1192	12.1658	11.6559	12.9487	11.9683	12.7217	13.2366	13.6271
YLR128W	810	9.33784	10.9071	10.6058	10.5965	12.0943	12.7303	12.0989	12.9856	12.324	11.3412	12.3545
YLR129W	2832	26.9734	30.5278	33.7183	28.4113	29.4103	27.5304	25.6802	30.0097	30.147	27.1037	33.0165
YLR130C	1269	60.8879	63.3045	65.7537	72.3131	67.4287	65.5908	66.8694	77.6107	75.0293	60.6731	77.4207
YLR131C	2313	16.7088	17.0177	16.4211	19.559	19.4467	18.1657	18.4317	17.5047	18.1162	15.2925	18.846
YLR132C	873	15.9506	15.3012	17.7343	18.3895	16.4433	17.2085	17.9514	17.0393	19.8209	17.8975	17.1221
YLR133W	1749	31.373	27.9885	31.3157	36.8831	30.0122	30.4203	37.4971	29.2438	33.9867	30.7139	30.2967
YLR134W	1692	21.9028	18.9346	19.6696	27.3878	19.3686	19.3196	23.4528	21.2516	22.3481	19.3877	21.1927
YLR135W	2247	9.24943	9.87242	10.0576	9.69306	9.92538	8.7063	10.5477	10.7213	10.4409	10.0952	10.5881
YLR136C	858	42.0057	44.2964	43.185	66.8669	44.4077	53.4414	54.5571	45.7694	46.1963	48.1982	45.3828
YLR137W	1104	6.9779	8.75714	11.5349	10.4413	11.0819	10.1428	9.5207	12.5169	12.5911	7.30945	13.1197
YLR138W	2958	25.8693	27.7201	33.1499	29.0702	28.4466	29.47	29.2603	31.8345	32.4185	27.5587	34.7556
YLR139C	1932	6.70941	6.69192	5.54361	7.24897	7.04438	6.69858	6.68398	6.8226	6.72348	7.37309	6.41165
YLR140W	327	0.372724	0.402904	0.592997	0.265274	0.91468	0.326659	0.607885	0.66642	0.919155	2.60054	1.63872
YLR141W	1092	6.80104	7.10917	6.86569	8.30489	7.20129	7.29179	5.34893	8.4565	8.28652	5.11183	7.08327
YLR142W	1431	5.41679	4.72425	6.01302	6.55389	4.59214	5.99891	8.73399	6.08985	5.4849	7.88322	6.29668
