GENE	Gene Length	LtD_0min_set2d_RNA_Rep1	LtD_0min_set2d_RNA_Rep2	LtD_0min_set2d_RNA_Rep3	LtD_30min_set2d_RNA_Rep1	LtD_30min_set2d_RNA_Rep2	LtD_30min_set2d_RNA_Rep3	LtD_60min_set2d_RNA_Rep1	LtD_60min_set2d_RNA_Rep2	LtD_60min_set2d_RNA_Rep3	LtD_90min_set2d_RNA_Rep1	LtD_90min_set2d_RNA_Rep2	LtD_90min_set2d_RNA_Rep3
YLR055C	1809	8.08259	17.9911	24.8664	9.91007	22.6725	17.543	11.4259	16.1765	19.4567	14.8919	18.6342	25.5498
YLR056W	1098	472.749	563.111	589.895	553.823	765.243	676.001	683.374	749.835	741.64	781.949	933.676	925.468
YLR057W	2550	16.2707	17.5591	17.5226	18.0719	20.3197	18.0144	17.7679	19.1268	19.2617	18.1	20.2157	18.5397
YLR058C	1410	360.972	378.022	344.405	328.843	367.963	319.818	340.512	335.064	284.928	315.702	358.942	288.426
YLR059C	810	47.0699	40.9056	38.4972	42.9556	44.2721	37.6247	37.9196	39.8221	34.1596	37.1423	41.194	38.317
YLR060W	1788	130.566	156.491	175.161	130.647	175.778	155.95	141.222	149.555	157.134	144.098	155.628	160.565
YLR061W	366	1670.84	1370.29	1444.18	1506.18	1443.17	1330.83	1508.53	1270.48	1211.58	1406.89	1224.99	1062.33
YLR062C	378	0.600878	0.48384	0.200741	0	0	0	0	0.502456	0.269365	0	0	0
YLR063W	1098	14.8818	12.3998	10.889	14.0342	11.5116	10.0061	12.3814	11.1973	9.24978	10.0812	10.2274	8.59891
YLR064W	822	61.4155	50.506	44.6507	56.196	50.1759	44.5422	54.9631	50.4508	49.2719	49.4788	51.673	44.5928
YLR065C	546	12.7014	45.7432	64.8698	15.8465	56.2293	42.2775	21.8235	44.0842	52.7071	28.2175	42.5826	64.6796
YLR066W	555	87.6458	79.617	76.7559	88.1944	75.1189	85.5383	92.7376	83.9513	93.1157	82.6621	82.7485	82.6587
YLR067C	2898	11.0608	10.7678	10.3133	10.1653	10.6923	9.52935	11.1047	10.497	10.7694	10.3276	10.8719	10.5227
YLR068W	456	6.74029	13.6691	22.1426	9.06576	17.6481	10.1698	11.4409	9.185	14.4364	10.3368	12.8968	20.8402
YLR069C	2286	14.6757	20.4885	20.6453	16.6558	21.0084	19.2333	19.0712	21.3405	21.6728	20.1582	22.2532	25.4495
YLR070C	1071	3.20615	3.54345	4.25293	4.05864	4.79052	3.62622	2.93165	5.15171	3.88908	4.05955	5.18324	6.90772
YLR071C	3249	26.4493	29.1064	28.3816	24.1279	31.5499	27.1186	25.7601	28.1377	28.9046	26.4409	28.9435	29.3002
YLR072W	2082	15.3363	19.182	21.4596	15.2269	22.8547	20.1644	18.0656	21.1224	21.8005	18.6774	22.8909	22.71
YLR073C	603	54.0842	48.5453	45.9391	58.397	62.99	45.0481	54.4592	51.8169	41.2265	48.1395	43.8768	42.7038
YLR074C	501	11.791	54.3245	78.0978	22.577	73.2362	48.4964	27.3693	44.4116	45.4345	35.6823	49.4376	69.3527
YLR075W	666	2465.8	2213.28	2307.5	2189.06	2147.98	2261.25	2236.85	2112.33	2138.51	2269.65	2119.19	2036.93
YLR076C	423	0.296986	0.239139	0.148825	0	0.272664	0.321202	0.47757	0.248341	0.499254	0.878376	0.154977	0
YLR077W	1752	20.1476	25.1239	27.8425	20.0367	28.6618	25.5957	20.5393	25.8463	27.2575	24.5577	25.8895	28.5058
YLR078C	735	42.5845	45.5915	46.6227	41.1876	44.222	45.0409	41.3776	44.7228	50.0486	44.1321	47.9395	48.858
YLR079W	855	51.5903	60.6301	56.2781	56.6257	56.3294	53.4297	56.9751	55.8324	57.512	54.6449	55.8008	55.1849
YLR080W	1335	2.47434	4.9235	6.43813	3.70287	6.98983	5.02625	3.2137	6.60504	7.71112	3.75291	6.87806	11.2718
YLR081W	1725	0.210063	0.310103	0.350889	0.242175	0.305361	0.302922	0.112598	0.219569	0.317818	0.241613	0.529819	0.299765
YLR082C	1179	6.83451	8.7471	10.1633	7.87927	9.33566	8.93424	5.45046	8.61902	9.80792	7.94317	9.22061	10.982
YLR083C	2004	58.6981	65.8651	66.1039	58.0135	64.6232	65.4746	63.4001	61.9854	66.6549	62.0059	64.6107	63.0485
YLR084C	3663	31.2415	33.3955	31.0687	31.3929	33.8177	30.4874	38.5183	33.1552	33.3129	33.8893	36.9656	34.3223
YLR085C	1317	18.8945	18.6038	17.9669	16.3441	20.4789	18.996	15.1333	18.1463	18.041	15.2647	18.8105	16.5367
YLR086W	4257	14.5885	20.2549	20.8043	14.3363	20.6855	18.0069	15.6326	17.7513	21.2537	16.3845	19.0067	23.0536
YLR087C	8877	17.0545	16.8216	17.4288	14.6901	17.8793	17.101	17.0663	18.0823	19.0857	17.2211	18.1273	19.4569
YLR088W	1845	23.4256	31.1555	30.4387	24.0577	31.4209	29.532	25.8247	29.7145	32.4729	28.9044	31.5279	33.2902
YLR089C	1779	58.1603	79.3314	78.2623	57.2387	94.4994	78.6953	57.7064	91.6333	85.0078	63.5824	96.1433	105.408
YLR090W	1380	24.6727	31.0881	29.5132	26.469	32.2582	29.3858	24.7602	31.3482	31.307	27.7252	34.0234	33.7414
YLR091W	882	12.8577	12.4239	12.4773	13.3173	15.3273	12.9201	13.7183	13.687	10.924	13.159	14.3563	12.1156
YLR092W	2682	7.40194	6.85808	6.90762	7.02755	8.23875	7.15172	6.55761	7.193	6.75538	5.60132	6.53921	7.39543
YLR093C	762	66.1306	68.7015	68.2473	77.5752	77.6853	68.8536	70.6245	78.3362	82.7044	80.0932	91.4109	81.1451
YLR094C	1509	24.997	27.6741	27.2726	28.8419	32.4009	31.1382	29.084	32.0826	32.9141	30.3855	39.2076	38.3635
YLR095C	2439	16.069	22.9901	24.0746	19.2871	25.5415	20.935	18.8961	23.0559	24.7679	21.0995	24.2694	27.0893
YLR096W	3444	16.5863	21.2675	26.1874	14.656	25.7413	21.4577	15.6701	19.9015	22.5128	17.54	23.4633	28.7006
YLR097C	1035	22.682	22.4727	23.6553	22.8143	22.5749	23.773	23.3645	25.3715	28.1167	26.1859	27.3776	28.8026
YLR098C	1947	13.8928	13.2329	13.1156	12.9465	13.3837	13.8242	13.4336	15.1418	15.4402	14.8517	15.3728	14.7224
YLR099C	1185	49.2464	50.8347	51.4039	44.4903	65.5136	60.865	46.4315	61.4929	63.9275	65.2607	70.9585	74.8845
YLR099W-A	264	209.798	301.278	369.179	288.682	346.176	354.821	287.617	301.551	317.253	346.949	317.843	411.138
YLR100W	1044	105.399	128.338	128.957	128.779	168.618	142.875	136.875	171.187	168.976	165.782	194.358	205.179
YLR101C	396	4.04265	6.08585	6.87026	4.45799	5.80941	4.81584	3.39172	4.85024	5.55496	6.75812	5.87014	7.02306
YLR102C	798	3.718	12.2026	15.094	6.23964	12.3146	11.9108	5.90308	11.3735	10.1586	7.70219	11.5428	18.1333
YLR103C	1953	7.82412	10.9764	10.881	8.93275	11.2205	10.6377	9.63128	9.16718	10.1654	10.0606	10.3971	10.4295
YLR104W	396	114.249	104.592	88.7849	111.045	115.704	102.02	107.405	110.086	105.071	104.664	106.213	100.329
YLR105C	1134	12.7291	12.154	13.6939	13.1604	14.6887	14.0828	13.2862	13.9399	14.979	13.0387	14.4732	13.5402
YLR106C	14733	34.9427	35.8258	42.0759	27.6877	42.2059	36.8169	32.1827	32.8918	38.5062	32.2386	35.2397	39.7655
YLR107W	1215	25.7843	27.051	25.0378	27.629	28.8787	28.6774	30.0217	33.1018	34.6401	30.8523	35.1451	36.413
YLR108C	1458	41.9517	30.0633	30.5864	41.8848	34.219	30.9108	39.7616	34.8835	30.4225	33.69	35.1963	31.9
YLR109W	531	4389.67	4273.02	4906.3	4824.1	4800.21	4366.48	4843.65	4653.87	4245.42	4494.16	5014.71	4880.84
YLR110C	402	10443.7	12489.2	15064.5	11480.1	15183.8	12975.6	11412.6	12769.9	11543.2	11172	14352.4	14013.4
YLR111W	333	1.84473	0.247569	0.616285	1.06336	1.69365	0.443365	1.48321	0.514189	2.68763	2.72801	0.641758	0.877489
YLR112W	420	14.2032	18.0068	21.0496	16.3744	16.0919	16.6687	13.3636	18.4469	13.9195	13.8537	20.0273	15.0934
YLR113W	1308	90.7616	83.8885	80.7679	88.8281	90.9222	84.9507	86.9029	86.5245	88.3959	83.8754	88.3841	85.8236
YLR114C	2295	16.1644	15.009	23.5415	10.1475	17.1015	14.5049	10.2145	13.3794	17.8665	10.732	15.2754	24.3645
YLR115W	2580	19.1317	18.7166	18.4524	18.7977	19.4476	18.6297	19.0008	18.825	18.7827	18.8943	19.4118	20.3258
YLR116W	1431	27.0182	25.9976	24.6249	27.3934	27.274	26.3527	26.8203	27.7108	25.4584	24.891	25.6427	26.7019
YLR117C	2064	9.32438	14.3515	15.0665	9.6994	14.3507	12.7996	10.0037	14.2371	16.3019	12.561	15.0356	17.1252
YLR118C	684	41.4592	48.2583	55.2439	42.8666	51.0972	47.9661	41.6441	55.4296	50.2049	42.9233	52.2582	49.331
YLR119W	642	13.5435	14.7171	15.3529	16.7507	14.6676	12.088	10.1493	13.854	12.7321	10.6299	12.8311	13.2286
YLR120C	1710	92.6163	97.6317	96.9357	88.6285	130.981	122.591	93.136	139.453	151.919	123.058	159.987	180.317
YLR120W-A	102	17.0618	4.5795	17.1	32.7832	0	4.10066	18.2909	4.7557	3.82427	11.2139	5.93558	16.2317
YLR121C	1527	26.4241	25.4285	26.2603	27.5033	41.7636	36.7055	27.9917	45.6288	42.5922	34.2429	58.5528	62.7501
YLR122C	378	3.00439	2.09664	4.61704	1.38546	3.4939	3.89924	1.61041	2.3448	3.36706	1.38225	4.80788	6.57391
YLR123C	330	5.73777	7.18693	7.348	1.46997	7.31648	4.13708	2.56296	4.53139	4.07258	3.77116	2.99415	6.82326
YLR124W	345	1.0765	1.51693	0	1.24106	0	0.582137	2.5966	0.900171	0.723867	0	1.1235	0.384047
YLR125W	411	7.01767	11.9437	8.79172	5.14846	6.29651	9.08485	5.89888	7.60198	8.47252	8.33373	7.15763	10.9248
YLR126C	756	28.182	27.8633	24.5165	27.3786	26.0612	28.3304	23.1099	26.6768	30.7387	24.9705	24.6257	28.2896
YLR127C	2562	13.2261	11.4055	10.1097	11.745	12.0711	11.1714	11.0832	11.863	11.8756	11.1781	12.1481	12.0991
YLR128W	810	9.99429	12.3496	10.3859	10.8318	11.8397	11.6892	8.81334	11.8234	11.1181	9.26288	12.2572	11.5017
YLR129W	2832	16.8851	31.2198	34.0362	18.5437	33.0617	29.8234	22.3587	26.6662	30.2213	23.9936	28.9704	33.8592
YLR130C	1269	44.1775	74.8984	64.2312	52.683	88.5845	73.2951	68.2293	84.7068	88.2328	80.6892	97.0774	92.8645
YLR131C	2313	20.4048	20.0693	20.5634	19.9594	23.9861	18.6748	18.1574	20.2239	19.9582	19.623	20.8777	20.3112
YLR132C	873	23.1049	23.2057	25.2731	23.8682	24.292	21.1077	21.4401	21.3979	22.163	17.88	20.6566	21.8627
YLR133W	1749	26.2167	36.3119	38.6017	29.6683	45.103	38.5511	26.9512	37.5218	39.717	30.4656	37.3209	43.385
YLR134W	1692	16.8313	15.5714	17.3176	16.2252	19.7763	18.3586	17.1895	18.2368	21.0343	17.2291	22.3315	23.993
YLR135W	2247	7.62977	7.99716	7.80238	7.36488	8.75022	7.98149	7.86055	8.89962	8.83484	7.2798	9.58249	10.2789
YLR136C	858	43.8691	36.3833	39.2899	33.5537	44.1715	43.7752	24.9701	44.5594	56.2302	27.7734	46.2273	66.7796
YLR137W	1104	4.20053	9.14939	12.9327	4.52909	12.069	10.0012	4.7137	9.62777	9.95705	6.19692	10.4394	13.541
YLR138W	2958	16.92	29.3069	34.1164	19.6494	34.326	29.3922	21.2574	29.5173	31.9518	24.7019	30.1513	35.8094
YLR139C	1932	8.61259	7.21936	6.81625	7.20351	8.79523	7.00689	6.17181	7.36876	6.40041	6.65958	6.71345	7.36107
YLR140W	327	0.99272	0.532906	0.663294	0.381491	0.303807	0.477184	1.06423	0.276705	1.33506	0	1.03607	0
YLR141W	1092	5.97671	6.71292	7.89463	5.75962	7.28818	7.49166	5.96368	6.30485	6.61573	5.49949	7.03738	7.52292
YLR142W	1431	5.50856	6.35419	6.3315	6.14903	6.82352	8.02243	5.48357	8.31689	8.8487	6.14195	10.1978	11.9784
YLR143W	2058	10.3694	14.4911	16.3476	11.4935	17.0996	13.9028	13.0916	14.0693	16.5673	13.3912	14.8022	16.8559
YLR144C	2340	19.6471	22.407	21.3258	18.8326	23.0411	20.6967	20.1285	21.6573	22.3095	20.3442	22.3362	23.3993
YLR145W	606	5.7176	12.7045	15.3052	8.51071	15.6152	11.6892	10.0089	12.8302	12.8967	10.5602	12.6143	14.9756
YLR146C	903	26.3909	25.736	22.9259	29.1498	24.9913	25.8366	27.8897	23.5217	23.6436	26.2908	25.1517	19.9577
YLR146W-A	189	262.53	292.153	310.42	414.886	316.86	297.761	308.322	300.927	293.56	253.007	203.186	244.145
YLR147C	306	62.5988	78.4892	88.2826	80.9313	99.7553	81.8884	84.844	78.8919	75.1664	78.9068	94.7316	80.3969
YLR148W	2757	15.7108	16.2343	14.7547	14.5018	16.0793	15.0642	14.7607	16.0405	17.8936	16.7179	17.0204	17.6858
YLR149C	2193	12.6531	12.7785	14.5063	12.2736	14.3746	13.359	11.7978	17.5157	18.5895	15.6323	17.9634	21.2236
YLR149C-A	87	0	0	0	0	0	0	0	0	0	0	0	0
YLR150W	822	1645.23	1569.24	1659.04	1599.43	1770.27	1550.85	1622.5	1516.65	1443.17	1645.34	1555.98	1467.12
YLR151C	1023	4.60674	7.28448	6.55754	4.19488	6.80391	6.49873	6.22692	6.64359	6.39741	5.62774	7.24666	8.05066
YLR152C	1731	10.8791	12.3539	12.3887	10.8336	14.1018	11.829	10.3731	15.4097	14.4549	11.2926	15.9758	15.7983
YLR153C	2052	166.663	205.028	237.929	159.362	244.77	221.521	179.283	212.294	219.223	193.696	224.641	253.108
YLR154C	333	95.0034	93.3334	85.9718	97.1204	88.3521	90.8899	80.0935	79.9564	84.9705	82.7498	69.9516	76.7803
YLR154C-G	150	0	0	0	0	0	0	0	0	0	0	0	0
YLR154C-H	132	0	0	0	0	0	0	0	0	0	0	0	0
YLR154W-A	186	0	0	0	0	0	0	0	0	0	0	0	0
YLR154W-B	165	0	0	0	0	0	0	0	0	0	0	0	0
YLR154W-C	375	0	0	0	0	0	0	0	0	0	0	0	0
YLR154W-E	204	0	0	0	0	0	0	0	0	0	0	0	0
YLR154W-F	141	0	0	0	0	0	0	0	0	0	0	0	0
YLR155C	1089	0	0	0	0	0	0	0	0	0	0	0	0
YLR156C-A	132	0	0	0	0	0	0	0	0	0	0	0	0
YLR156W	345	0	0	0	0	0	0	0	0	0	0	0	0
YLR157C	1089	0	0	0	0	0	0	0	0	0	0	0	0
YLR157C-A	1323	0	0	0	0	0	0	0	0	0	0	0	0
YLR157C-B	5268	0.015444	0	0.00515951	0.00593495	0.00945278	0.0111355	0.00827826	0.00860954	0	0	0	0.0073463
YLR157C-C	132	0	0	0	0	0	0	0	0	0	0	0	0
YLR157W-D	213	0	0	0	0	0	0	0	0	0	0	0	0
YLR157W-E	165	0	0	0	0	0	0	0	0	0	0	0	0
YLR158C	1089	0	0	0	0	0	0	0	0	0	0	0	0
YLR159C-A	132	0	0	0	0	0	0	0	0	0	0	0	0
YLR159W	345	0	0	0	0	0	0	0	0	0	0	0	0
YLR160C	1089	0	0	0	0	0	0	0	0	0	0	0	0
YLR161W	345	0	0	0	0	0	0	0	0	0	0	0	0
YLR162W	357	12.6795	3.46749	0.719316	7.72262	1.31786	4.1399	3.84706	3.40086	1.76956	3.30201	0.99873	1.02419
YLR162W-A	189	29.4978	0	2.95638	13.6028	16.2492	12.7612	0	0	1.98351	0	6.15716	4.2094
YLR163C	1389	34.7677	37.3397	36.6854	35.536	37.1849	35.3801	37.2115	37.7909	36.4093	35.9972	34.9611	38.0031
YLR163W-A	114	0	0	0	0	0	0	0	0	0	0	0	0
YLR164W	507	12.9189	12.0154	13.1485	11.4301	12.9642	14.8027	12.4002	13.9013	12.7275	13.8225	15.6779	15.5773
YLR165C	765	8.46237	10.4026	10.5389	8.83234	10.8495	10.0008	8.93778	10.9284	10.7409	8.8859	10.7132	12.3618
YLR166C	2616	26.0779	24.0397	22.5479	23.1806	22.92	21.2663	23.7671	23.2578	26.7033	23.9125	21.7482	23.9109
YLR167W	459	7550.66	6205.77	6216.3	6538.5	6336.76	6202.89	6828.41	5858.21	6175.72	6999.71	5948.56	5620.03
YLR168C	693	31.6571	31.0671	30.9114	39.6496	34.1935	32.3502	39.8642	33.7223	32.7133	37.234	34.1933	31.0581
YLR169W	354	0	0	0	0	0	0.177423	0	0	0	0	0	0
YLR170C	471	15.8285	16.7753	17.847	13.1494	17.7379	18.294	13.2881	14.5984	17.6871	13.9986	13.9688	20.0964
YLR171W	390	0	0.73777	0.367313	0	0.336479	0.396377	0.884013	0.919388	0.12322	0.180659	1.14749	0.522994
YLR172C	903	97.6621	104.28	108.017	98.3352	118.754	103.204	98.9797	101.487	97.7621	99.1652	101.225	99.5632
YLR173W	1827	9.80788	12.4462	14.1293	10.1746	14.6119	12.6677	11.0849	14.9514	14.8417	11.1545	14.6621	17.5476
YLR174W	1239	3.49723	5.52702	6.40851	3.18937	6.44561	4.9491	5.03619	5.69603	5.33505	4.91447	6.97301	7.26248
YLR175W	1452	121.843	145.895	164.07	124.87	164.83	146.947	141.224	133.818	149.535	135.559	139.604	155.913
YLR176C	2436	7.46661	7.73414	8.34769	6.79651	9.8705	7.84543	7.21924	8.24906	8.13489	7.62906	8.58176	9.35686
YLR177W	1887	17.7142	20.5257	23.0974	15.8394	22.3749	21.0522	16.4114	22.7136	24.3321	19.0503	23.8874	26.314
YLR178C	660	160.496	175.3	162.808	149.59	170.496	166.353	136.777	203.282	193.186	145.214	216.384	230.825
YLR179C	606	189.26	222.912	232.698	162.454	230.041	215.05	163.75	189.246	179.872	157.689	192.689	188.177
YLR180W	1149	290.359	229.873	244.627	237.34	222.484	230.822	199.249	164.251	161.984	149.894	143.669	119.339
YLR181C	993	12.2243	22.2313	25.3039	16.5353	23.4348	22.0351	15.6924	21.3152	22.1145	18.3172	22.2542	23.3913
YLR182W	2412	8.60065	15.4572	17.156	9.54357	17.4267	14.2888	10.8914	13.5547	15.4784	12.4008	14.6985	15.5973
YLR183C	1470	26.9382	22.8499	22.9688	26.7136	23.9355	21.3151	23.99	21.2694	21.9701	22.9068	20.1416	17.2729
YLR184W	348	0	0	0	0	0	0	0	0	0	0	0	0.744838
YLR185W	267	7567.04	6816.56	6776.9	6964.93	5849.24	6966.84	7081.01	6058.08	6489.9	6881.41	5619.12	5754.86
YLR186W	759	76.7534	73.389	71.3906	85.1572	76.5143	70.391	81.3049	67.3587	65.6125	72.9224	72.4908	64.3436
YLR187W	3081	18.4842	18.0796	18.5073	19.9214	22.8171	19.2875	19.3512	21.9184	22.0304	21.3623	22.4907	22.6018
YLR188W	2088	25.7113	34.5394	37.0339	28.0867	41.2906	35.6284	30.3425	36.3031	38.9994	33.3683	39.6351	44.4498
YLR189C	3597	11.1825	20.5379	25.1144	12.189	24.6216	20.4604	13.6262	21.7928	26.6838	16.8374	23.5509	31.0673
YLR190W	1476	50.37	56.1077	58.3759	55.8121	64.0507	54.8718	58.2087	59.3054	60.2498	57.942	64.0634	62.9543
YLR191W	1161	12.3523	16.1285	16.3835	15.5796	17.6092	17.5675	16.6741	17.5546	17.4312	16.1719	18.273	18.759
YLR192C	798	186.983	190.922	193.156	180.136	203.428	186.331	178.152	182.841	201.874	177.707	187.092	191.743
YLR193C	528	43.1556	45.8608	41.0246	44.9482	56.7111	45.7396	44.527	49.329	44.7739	41.8157	50.1625	39.382
YLR194C	765	137.451	133.096	143.731	132.139	216.53	180.087	136.482	201.988	201.721	190.158	246.352	294.397
YLR195C	1368	42.2317	39.9369	38.9707	41.6599	41.7622	39.8566	38.801	39.6007	40.881	37.7427	39.3525	37.3653
YLR196W	1731	46.9334	52.8692	55.2509	52.299	61.0171	54.6823	57.8372	48.5471	49.5781	52.5099	56.4247	53.8387
YLR197W	1515	234.744	207.87	195.444	222.677	215.875	212.034	240.529	196.874	214.678	224.628	193.341	180.132
YLR198C	360	13.9663	14.8072	10.9647	15.2962	11.754	8.89522	12.3522	11.484	12.5218	15.146	10.9321	9.30076
YLR199C	831	29.4338	42.5397	41.0236	34.0867	41.9818	37.9956	32.8391	39.5732	41.0767	36.2836	37.9933	42.8262
YLR200W	345	76.7005	111.17	106.542	98.0436	123.542	105.561	98.671	100.369	126.677	105.068	98.3064	104.845
YLR201C	783	34.9826	38.1817	36.2247	37.7643	41.7574	35.829	35.6353	41.7952	39.8887	38.9726	42.5193	42.4639
YLR202C	327	3.97088	7.72714	7.29624	7.24833	3.94949	3.34029	2.12847	4.42728	6.89783	4.24104	1.38142	2.36106
YLR203C	1311	41.5545	49.9754	53.2298	41.2593	50.9281	49.802	42.9179	47.158	51.7294	44.1818	53.0178	53.3971
YLR204W	336	54.0359	108.538	95.8159	78.3836	97.3129	92.4794	73.0472	98.8111	101.419	86.3488	97.6072	117.784
YLR205C	954	12.4241	11.5387	11.2398	8.02784	11.1374	11.6006	8.60439	9.50035	11.7552	8.49097	11.7044	15.4283
YLR206W	1842	60.5314	56.2117	58.3261	57.2937	75.4242	57.8889	56.8848	61.3719	58.4587	53.4084	65.2397	68.6732
YLR207W	2502	23.6244	25.9395	26.2519	24.1949	30.4813	25.6748	23.6419	27.0909	28.3012	25.5634	29.5153	29.0812
YLR208W	894	126.225	133.798	143.731	126.17	151.525	139.188	126.192	135.831	142.602	127.009	141.561	149.314
YLR209C	936	30.1629	34.4329	36.9399	33.0828	34.7712	35.2527	33.7469	33.462	37.3529	32.8515	38.506	37.7835
YLR210W	1383	12.1214	12.9711	12.5139	12.9499	14.4339	13.5205	14.1426	13.4892	13.0535	11.9952	14.3153	12.1928
YLR211C	681	10.8256	13.1477	13.3674	11.8598	16.0341	11.5573	11.0604	15.454	17.0121	13.0313	12.9836	15.3629
YLR212C	1422	19.9786	20.3085	18.6766	18.9949	20.0209	18.9632	20.2253	17.3508	18.559	17.4163	18.3911	16.4395
YLR213C	1269	1.67186	2.08051	2.23413	1.75221	2.58148	2.73966	1.67009	2.8172	2.79347	2.822	3.67477	4.08474
YLR214W	2061	15.4143	16.8324	17.6067	14.7787	17.7259	19.8223	17.5871	18.577	22.197	17.2772	19.4804	23.4819
YLR215C	1083	12.4542	14.7432	12.1405	12.5007	13.8804	12.3975	15.095	13.4193	13.3534	12.2172	12.8363	12.5998
YLR216C	1116	197.851	196.413	198.503	151.102	153.33	151.874	147.744	154.678	166.727	157.979	156.508	162.964
YLR217W	324	0.687927	0	0	0.396544	0	0.248006	0	0.575247	0.462581	0	0	0
YLR218C	453	6.71276	13.8701	20.945	9.3451	19.4193	16.0727	8.35045	20.3347	19.418	14.4846	17.052	28.3763
YLR219W	2187	23.2513	25.2818	26.8176	23.3627	30.6743	26.1469	22.5109	28.3058	28.885	24.5791	30.6811	32.3811
YLR220W	969	12.9907	35.7155	49.2376	14.7283	38.8773	33.2747	22.6209	31.8983	39.6224	25.9682	38.2018	53.1046
YLR221C	663	38.9439	42.9168	41.7832	47.919	44.1202	44.6393	48.7744	38.9841	45.3235	45.2236	38.56	40.9679
YLR222C	2454	38.2704	37.3171	35.3378	37.8389	37.6751	37.0989	41.3413	34.4416	33.8262	38.0303	36.3949	33.4264
YLR222C-A	231	202.828	168.857	163.659	176.366	197.264	194.579	179.664	163.856	226.541	216.91	166.836	213.4
YLR223C	3258	16.1003	21.0126	19.8455	18.0269	21.9479	17.862	18.7376	20.5286	21.5775	18.5396	20.8003	23.2696
YLR224W	1110	47.5643	47.917	43.9714	50.6491	51.4385	45.8494	49.7522	47.9038	47.824	48.6678	46.885	45.864
YLR225C	1224	28.0108	35.6354	36.0679	31.3151	41.9449	41.2146	33.8355	43.0783	50.0907	37.2819	45.9389	54.9095
YLR226W	1188	20.5271	20.8494	20.3525	19.9535	22.0291	19.8399	22.0354	21.0534	22.2957	19.7761	20.7916	20.6148
YLR227C	1482	8.73832	8.18369	7.03571	7.41668	7.13769	7.08624	6.87422	9.07682	8.08815	6.75559	9.098	8.61222
YLR227W-A	1323	0	0	0	0	0	0	0	0	0	0	0	0
YLR227W-B	5268	18.193	16.6184	17.0264	16.2024	21.8076	17.286	16.9373	18.4631	18.8833	16.9109	19.8202	22.4429
YLR228C	2445	9.4715	12.7332	13.4431	8.66767	13.1139	11.1897	8.02213	10.3502	11.6618	8.23578	12.1813	12.0217
YLR229C	576	126.344	127.121	126.627	119.423	135.584	128.357	127.568	120.384	119.015	115.991	126.253	124.369
YLR230W	306	0	0	0.448135	0	0.410516	0	0	0	0.300665	0	0.466658	0.638071
YLR231C	1362	32.8718	44.2833	44.9043	41.831	55.0097	47.9049	43.4524	53.9461	52.1221	51.5409	58.9229	61.4518
YLR232W	348	1.04391	0	0.26156	0.601742	0.958414	0.376341	0.419665	0.436459	0.175488	0.257291	0	0.372419
YLR233C	2100	7.84486	6.37304	6.3375	6.83938	6.89481	5.94822	6.95844	6.96843	7.21806	5.75239	6.33722	6.69297
YLR234W	1971	5.3266	6.51217	7.03783	5.58732	6.70876	6.44791	5.71836	6.08521	5.66018	5.79871	6.718	6.05953
YLR235C	399	0.689007	1.66441	0.690549	0.59575	1.89774	1.36618	0.553981	1.00826	1.50575	1.52837	1.43818	1.72065
YLR236C	324	3.7836	3.04663	3.44733	4.36198	5.0527	2.72807	2.76556	5.17722	3.00678	2.71285	3.58982	4.90843
YLR237W	1797	38.5898	39.1642	41.5869	39.7551	44.5166	41.5076	45.8967	40.9502	38.3957	51.061	51.4757	42.0159
YLR238W	1437	10.8092	11.7335	10.9642	11.7595	12.4799	9.4403	9.82757	11.9304	13.3523	10.8925	11.2358	11.2662
YLR239C	987	14.4243	16.069	16.983	13.5214	17.486	14.5655	14.8629	15.1942	15.7967	15.7048	17.7946	15.9875
YLR240W	2628	18.8977	20.0268	18.4937	17.6045	20.2418	18.8646	19.2985	20.2797	20.434	19.98	20.233	20.8146
YLR241W	2349	27.1543	35.1111	38.9544	28.9648	40.7675	39.1312	29.1236	39.7338	45.5365	32.945	40.4874	48.108
YLR242C	966	13.8378	13.9571	11.6295	14.1667	12.9361	12.5757	12.8065	12.656	14.5874	11.7595	14.0659	13.5245
YLR243W	819	31.232	30.1857	29.4846	35.1179	33.1688	29.3173	37.8311	30.9302	29.0786	29.4503	28.2906	26.4566
YLR244C	1164	171.518	150.934	140.204	159.876	156.486	149.424	156.613	151.31	143.473	147.687	150.066	140.594
YLR245C	429	25.4071	30.0518	23.5938	20.0238	25.9621	28.1515	27.4682	30.4879	29.4393	26.039	32.2093	28.6775
YLR246W	1080	6.74705	9.43867	10.9379	6.5597	10.7904	9.93136	6.94977	9.59384	10.7464	7.3568	10.0595	11.9354
YLR247C	4671	19.6091	23.0635	23.7113	16.8136	24.0383	22.1138	19.2616	23.3059	27.393	23.4164	25.4841	28.3329
YLR248W	1833	51.2188	67.1963	71.7524	53.7454	75.4633	69.5791	56.4473	76.2062	81.4627	69.7128	81.3745	93.295
YLR249W	3135	2116.68	1920.46	2077.6	1825	2098.44	1994.69	2093.34	1822.95	1910.66	2141.29	1895.53	1818.54
YLR250W	705	35.5836	70.0804	79.0497	42.2643	71.6334	69.5754	50.2046	70.2183	86.1462	56.3085	69.6029	95.0077
YLR251W	594	22.6923	28.705	28.1474	25.8158	27.2972	27.2156	25.0496	32.5024	35.2516	29.1646	33.0626	39.8635
